action1,action2,benchmark_count,record_count,avg_speedup_vs_action2,min_speedup_vs_action2,max_speedup_vs_action2
function(expand-large-div-rem),cgscc(attributor-light-cgscc),11,11,0.071148042,0.016326607,0.207021436
cross-dso-cfi,function(callsite-splitting),11,11,0.071080365,0.017967313,0.205898671
function(speculative-execution),strip-nondebug,11,11,0.071065216,0.012567937,0.205711020
function(dce),function(fix-irreducible),11,11,0.071049592,0.014987213,0.134943938
function(bdce),cgscc(attributor-light-cgscc),11,11,0.071046956,0.010975184,0.267995176
function(gvn-hoist),function(atomic-expand),11,11,0.071043732,0.017300153,0.199164402
function(dce),function(chr),11,11,0.070947066,0.010654324,0.179791463
embed-bitcode,embed-bitcode,11,11,0.070916872,0.019784125,0.209166027
function(ee-instrument),strip-nondebug,11,11,0.070749782,0.013717992,0.201071112
function(vector-combine),scc-oz-module-inliner,11,11,0.070645266,0.017821488,0.156030955
simplify-type-tests,function(chr),11,11,0.070613582,0.010910937,0.171453349
function(irce),function(gvn-sink),11,11,0.070565709,0.030014295,0.139642066
global-merge,function(dwarf-eh-prepare),11,11,0.070398204,0.011493633,0.130846402
function(reg2mem),rewrite-symbols,11,11,0.070342005,0.025051157,0.142669845
strip-nondebug,function(break-crit-edges),11,11,0.070300416,0.027850605,0.203366476
openmp-opt-postlink,shadow-stack-gc-lowering,11,11,0.070232196,0.011690672,0.166903449
function(cfguard),function(chr),11,11,0.070158124,0.013677812,0.184539461
function(loop(loop-unroll-full)),metarenamer,11,11,0.070158045,0.010779227,0.192310468
jmc-instrumenter,function(break-crit-edges),11,11,0.070138849,0.014611923,0.202043757
function(aggressive-instcombine),strip-nondebug,11,11,0.070069919,0.013215214,0.157121379
function(loop-load-elim),shadow-stack-gc-lowering,11,11,0.070004181,0.017844900,0.212899307
function(reassociate),cgscc(attributor-light-cgscc),11,11,0.069842603,0.012679266,0.236935854
metarenamer,function(dse),11,11,0.069793347,0.022566380,0.148461411
function(loop(loop-reduce)),strip-nondebug,11,11,0.069551382,0.013052657,0.164801920
function(interleaved-access),function(chr),11,11,0.069547872,0.011591050,0.150785617
function(extra-vector-passes),function(consthoist),11,11,0.069472867,0.010080587,0.157731226
extract-blocks,cgscc(argpromotion),11,11,0.069470536,0.012043468,0.239152652
function(loop(simple-loop-unswitch)),function(callbr-prepare),11,11,0.069435567,0.018255188,0.168564270
function(loop(guard-widening)),cgscc(attributor-light-cgscc),11,11,0.069254806,0.026307890,0.142615669
inferattrs,function(dwarf-eh-prepare),11,11,0.068728644,0.018311948,0.127944904
coro-early,embed-bitcode,11,11,0.068679297,0.012516459,0.182499724
function(cfguard),function(dfa-jump-threading),11,11,0.068606703,0.019528134,0.210628621
function(loop(evl-iv-simplify)),wholeprogramdevirt,11,11,0.068499778,0.012590786,0.129658353
metarenamer,strip-dead-debug-info,11,11,0.068402568,0.010750096,0.217669092
noinline-nonprevailing,function(dce),11,11,0.068384198,0.017125314,0.130654948
function(mergereturn),function(callbr-prepare),11,11,0.068250377,0.013088285,0.135366255
function(gc-lowering),function(callbr-prepare),11,11,0.068209172,0.012044725,0.156375579
inferattrs,function(callsite-splitting),11,11,0.068207158,0.011277419,0.195114230
global-merge,function(break-crit-edges),11,11,0.068046230,0.010274223,0.150988207
global-merge,cgscc(attributor-light-cgscc),11,11,0.068012849,0.010329982,0.263882001
mergefunc,function(annotation-remarks),11,11,0.067911678,0.019067262,0.150095004
function(loop(loop-rotate)),function(break-crit-edges),11,11,0.067667379,0.011077395,0.182532502
function(unify-loop-exits),cgscc(attributor-light-cgscc),11,11,0.067630166,0.012809766,0.220520393
function(irce),strip-nonlinetable-debuginfo,11,11,0.067600013,0.013234612,0.180269925
cg-profile,strip-nondebug,11,11,0.067589532,0.011890553,0.174480270
function(win-eh-prepare),metarenamer,11,11,0.067525768,0.017372455,0.124862995
function(nary-reassociate),function(chr),11,11,0.067494858,0.013353180,0.191729906
annotation2metadata,shadow-stack-gc-lowering,11,11,0.067320144,0.018423309,0.130025804
function(infer-alignment),function(callsite-splitting),11,11,0.067312469,0.012668624,0.187927499
function(lower-guard-intrinsic),function(declare-to-assign),11,11,0.067245085,0.011550568,0.147674154
function(nary-reassociate),function(callbr-prepare),11,11,0.067177784,0.010296059,0.138848717
function(redundant-dbg-inst-elim),function(callsite-splitting),11,11,0.067118061,0.015136152,0.228587668
function(sccp),ipsccp,11,11,0.067002095,0.010214045,0.176019025
declare-runtime-libcalls,global-merge,11,11,0.066935315,0.011757007,0.281626628
function(adce),strip-debug-declare,11,11,0.066893187,0.024168514,0.196125899
noinline-nonprevailing,function(callsite-splitting),11,11,0.066875595,0.021190087,0.179584885
function(speculative-execution),strip-debug-declare,11,11,0.066849797,0.010830403,0.143007996
rel-lookup-table-converter,shadow-stack-gc-lowering,11,11,0.066779138,0.024307815,0.144688252
function(load-store-vectorizer),function(infer-alignment),11,11,0.066772345,0.012414383,0.129625817
function(loop-versioning),globaldce,11,11,0.066771496,0.016556877,0.130171252
function(gvn),strip-nondebug,11,11,0.066740206,0.010722637,0.230688010
lower-ifunc,function(dwarf-eh-prepare),11,11,0.066652488,0.018122459,0.149238297
function(lower-widenable-condition),strip-nondebug,11,11,0.066573549,0.018926062,0.135336888
function(dwarf-eh-prepare),function(break-crit-edges),11,11,0.066474392,0.018273213,0.141549009
function(move-auto-init),strip-nondebug,11,11,0.066272510,0.015007226,0.181955363
name-anon-globals,function(callsite-splitting),11,11,0.066100624,0.012991317,0.200805996
recompute-globalsaa,rewrite-symbols,11,11,0.065934061,0.012728654,0.182333656
assign-guid,embed-bitcode,11,11,0.065858208,0.013483361,0.154741174
wholeprogramdevirt,cgscc(argpromotion),11,11,0.065759412,0.010058398,0.163178737
function(sandbox-vectorizer),strip-nonlinetable-debuginfo,11,11,0.065501031,0.019793588,0.140420673
embed-bitcode,shadow-stack-gc-lowering,11,11,0.065365485,0.027358612,0.124514818
function(declare-to-assign),function(dwarf-eh-prepare),11,11,0.065030191,0.028446417,0.127756424
cgscc(coro-split),global-merge,11,11,0.064948453,0.013024613,0.172866272
elim-avail-extern,function(dwarf-eh-prepare),11,11,0.064697110,0.026469965,0.157013717
forceattrs,strip-nonlinetable-debuginfo,11,11,0.064527766,0.018730193,0.196806397
embed-bitcode,strip-nondebug,11,11,0.064458691,0.018408076,0.212713342
annotation2metadata,function(dwarf-eh-prepare),11,11,0.064429278,0.010970696,0.159489017
function(structurizecfg),function(dce),11,11,0.064354726,0.010524544,0.114005115
strip-nonlinetable-debuginfo,function(callsite-splitting),11,11,0.064336410,0.016661827,0.190407255
simplify-type-tests,function(complex-deinterleaving),11,11,0.064232731,0.014172457,0.171369436
function(loop-load-elim),strip-nonlinetable-debuginfo,11,11,0.064017059,0.026699209,0.163018576
function(consthoist),function(callbr-prepare),11,11,0.063960328,0.011216385,0.124888167
function(strip-gc-relocates),function(callbr-prepare),11,11,0.063854954,0.010809673,0.137609528
function(loop-distribute),strip-nondebug,11,11,0.063786309,0.016932025,0.164705308
function(sink),function(break-crit-edges),11,11,0.063684685,0.013505223,0.155577705
function(win-eh-prepare),cgscc(attributor-light-cgscc),11,11,0.063643348,0.013101199,0.134119387
function(loop(loop-bound-split)),strip-nonlinetable-debuginfo,11,11,0.063579260,0.013705073,0.166819670
function(jump-table-to-switch),function(chr),11,11,0.063452479,0.011092703,0.175765766
function(interleaved-access),strip-nondebug,11,11,0.063439547,0.011754031,0.206105053
function(jump-threading),wholeprogramdevirt,11,11,0.063414577,0.016041769,0.238151755
function(sjlj-eh-prepare),function(callbr-prepare),11,11,0.063265285,0.010705048,0.125282506
canonicalize-aliases,function(dce),11,11,0.062945787,0.012863203,0.154444504
function(bounds-checking),rewrite-statepoints-for-gc,11,11,0.062870564,0.019543906,0.129299980
function(loop-load-elim),cgscc(attributor-light-cgscc),11,11,0.062855114,0.010686410,0.228949406
expand-variadics,function(dwarf-eh-prepare),11,11,0.062501026,0.026094631,0.107705838
function(loop-unroll),strip-debug-declare,11,11,0.062496295,0.010922737,0.144093386
function(loop(loop-reduce)),function(break-crit-edges),11,11,0.062398236,0.019724930,0.132527343
function(sink),function(callbr-prepare),11,11,0.062306846,0.016770517,0.137635707
strip-dead-cg-profile,strip-nondebug,11,11,0.062303330,0.010419851,0.186318923
function(loop(loop-simplifycfg)),cgscc(argpromotion),11,11,0.062253597,0.011596268,0.166602209
function(bdce),function(chr),11,11,0.062217907,0.012617840,0.156902816
function(indirectbr-expand),function(break-crit-edges),11,11,0.062212601,0.021954877,0.127397683
pre-isel-intrinsic-lowering,rewrite-symbols,11,11,0.062143207,0.011524510,0.205654244
function(aggressive-instcombine),globaldce,11,11,0.062085226,0.018074219,0.126404640
function(atomic-expand),function(break-crit-edges),11,11,0.062000557,0.020121641,0.155134473
function(structurizecfg),function(annotation-remarks),11,11,0.061936991,0.021251792,0.109219609
function(adce),function(callbr-prepare),11,11,0.061930216,0.017709799,0.109181708
forceattrs,function(break-crit-edges),11,11,0.061894412,0.020396611,0.098561543
globalsplit,cgscc(argpromotion),11,11,0.061790614,0.011400476,0.175422376
function(lower-switch),global-merge,11,11,0.061684218,0.011453466,0.140517634
function(early-cse),cgscc(attributor-light-cgscc),11,11,0.061637681,0.012837258,0.223573207
called-value-propagation,strip-nondebug,11,11,0.061600348,0.010438061,0.210653598
function(assume-builder),strip-nondebug,11,11,0.061563890,0.014775066,0.121839224
function(extra-vector-passes),function(dwarf-eh-prepare),11,11,0.061531589,0.011540553,0.122179773
function(loop-simplify),function(chr),11,11,0.061518593,0.012759660,0.152162151
global-merge,shadow-stack-gc-lowering,11,11,0.061426806,0.012708600,0.163972156
mergefunc,cgscc(attributor-light-cgscc),11,11,0.061413391,0.010322984,0.261498125
function(typepromotion),global-merge,11,11,0.061394237,0.018511115,0.163916642
cgscc(inline),global-merge,11,11,0.061117537,0.013421587,0.129643622
function(loop(simple-loop-unswitch)),strip-nonlinetable-debuginfo,11,11,0.061081204,0.016412395,0.181857654
strip-nondebug,strip-nondebug,11,11,0.060922940,0.016424794,0.210422095
function(kcfi),global-merge,11,11,0.060909616,0.015488742,0.166113819
function(expand-memcmp),global-merge,11,11,0.060694890,0.013872651,0.174327262
function(place-safepoints),cgscc(attributor-light-cgscc),11,11,0.060588031,0.010643591,0.250315538
function(slp-vectorizer),function(callbr-prepare),11,11,0.060570004,0.013464092,0.128923448
partial-inliner,strip-nonlinetable-debuginfo,11,11,0.060520421,0.010142378,0.143134102
function(reassociate),function(chr),11,11,0.060458500,0.012493142,0.180627076
lowertypetests,cgscc(attributor-light-cgscc),11,11,0.060355405,0.011261420,0.230913430
function(make-guards-explicit),function(chr),11,11,0.060184963,0.010141182,0.148286608
function(gvn),cgscc(argpromotion),11,11,0.060156840,0.013597001,0.192584609
function(newgvn),function(bdce),11,11,0.060119840,0.014432627,0.143494991
attributor-light,rewrite-symbols,11,11,0.060107010,0.014528956,0.204165718
embed-bitcode,function(complex-deinterleaving),11,11,0.060098219,0.013000251,0.192533520
function(loop(loop-idiom)),strip-nondebug,11,11,0.059664789,0.010327754,0.199333054
function(gvn-hoist),function(dce),11,11,0.059646548,0.013263547,0.132556344
dxil-upgrade,function(callsite-splitting),11,11,0.059521240,0.010086511,0.209590322
globaldce,function(callsite-splitting),11,11,0.059340664,0.010604228,0.174659776
function(mldst-motion),embed-bitcode,11,11,0.059335645,0.013232276,0.186698293
function(loop(loop-instsimplify)),function(break-crit-edges),11,11,0.059184548,0.015506223,0.120468916
function(kernel-info),strip-nondebug,11,11,0.058565981,0.010987439,0.177398020
function(memcpyopt),cgscc(argpromotion),11,11,0.058535760,0.017798645,0.246832761
attributor-light,embed-bitcode,11,11,0.058224445,0.011593107,0.134671332
strip,strip-nondebug,11,11,0.058028385,0.023130398,0.207548651
hipstdpar-math-fixup,function(break-crit-edges),11,11,0.057888209,0.014053525,0.134335011
function(loop-vectorize),rewrite-symbols,11,11,0.057885425,0.014443263,0.121570820
noinline-nonprevailing,embed-bitcode,11,11,0.057313270,0.018256711,0.165773720
function(hardware-loops),global-merge,11,11,0.057298322,0.018043996,0.144661617
global-merge-func,strip-dead-cg-profile,11,11,0.057264507,0.012644904,0.131323019
function(loop(extra-simple-loop-unswitch-passes)),strip-nondebug,11,11,0.057031248,0.010433402,0.167169499
function(sroa),scc-oz-module-inliner,11,11,0.056611936,0.010696216,0.141859321
mergefunc,strip-nonlinetable-debuginfo,11,11,0.056513433,0.011808325,0.142455724
cgscc(coro-split),function(callbr-prepare),11,11,0.056443826,0.011228136,0.140256803
function(unreachableblockelim),cgscc(argpromotion),11,11,0.056017914,0.016369566,0.124434942
function(wasm-eh-prepare),strip-nondebug,11,11,0.055933084,0.012286303,0.174439327
globalopt,function(break-crit-edges),11,11,0.055857725,0.011714986,0.141444439
cgscc(attributor-light-cgscc),function(callbr-prepare),11,11,0.055746035,0.010515824,0.130629781
function(inject-tli-mappings),strip-nondebug,11,11,0.055680711,0.012702425,0.159474981
function(expand-reductions),strip-nondebug,11,11,0.055360328,0.014236430,0.176994941
cgscc(argpromotion),strip-nondebug,11,11,0.055333672,0.015080942,0.152266676
globaldce,strip-dead-cg-profile,11,11,0.054289947,0.012361523,0.143993889
function(reg2mem),global-merge,11,11,0.054118129,0.017744439,0.178087437
function(sccp),strip-nondebug,11,11,0.053802060,0.013197664,0.149564250
function(constraint-elimination),global-merge,11,11,0.053612876,0.010825032,0.108741317
function(loop(guard-widening)),global-merge,11,11,0.053547181,0.015336199,0.113660615
metarenamer,function(div-rem-pairs),11,11,0.053188040,0.014377627,0.118159660
function(place-safepoints),function(dwarf-eh-prepare),11,11,0.052670961,0.010296878,0.178405450
function(infer-alignment),function(gvn-sink),11,11,0.051896466,0.013395886,0.124808986
function(instcombine),function(fix-irreducible),11,11,0.051849427,0.011527306,0.106832029
strip-debug-declare,strip-nondebug,11,11,0.051663377,0.011373538,0.190188940
function(instcombine),function(break-crit-edges),11,11,0.051648430,0.011348956,0.111574783
function(jump-threading),global-merge,11,11,0.051596632,0.011555594,0.111446626
partial-inliner,strip-nondebug,11,11,0.051480601,0.012391021,0.178558243
function(indirectbr-expand),function(gvn-sink),11,11,0.051451948,0.014187462,0.123955238
function(unreachableblockelim),global-merge,11,11,0.051446705,0.010306847,0.156154913
inliner-wrapper,function(break-crit-edges),11,11,0.051013968,0.013875317,0.157580381
function(sjlj-eh-prepare),function(fix-irreducible),11,11,0.050810387,0.015209131,0.100830899
noinline-nonprevailing,strip-nondebug,11,11,0.050784561,0.011118850,0.139963458
function(loop(loop-predication)),strip-nondebug,11,11,0.050628919,0.020080984,0.128635932
function(dce),global-merge,11,11,0.050351312,0.011967140,0.146352366
function(ee-instrument),global-merge,11,11,0.050279247,0.012569904,0.150044138
function(guard-widening),strip-nondebug,11,11,0.050223180,0.016323303,0.144351958
globaldce,function(dce),11,11,0.050140065,0.012997376,0.122449299
function(dse),global-merge,11,11,0.049801636,0.013392198,0.166370116
function(adce),globaldce,11,11,0.049704103,0.010485162,0.129709576
function(typepromotion),function(break-crit-edges),11,11,0.049619993,0.011375959,0.113794106
function(unify-loop-exits),ipsccp,11,11,0.049370995,0.010799396,0.160500542
function(loop(loop-versioning-licm)),rewrite-statepoints-for-gc,11,11,0.048615092,0.012410546,0.132870602
function(memcpyopt),strip-nonlinetable-debuginfo,11,11,0.047193978,0.015084684,0.188454959
deadargelim,strip-nondebug,11,11,0.047164634,0.011395733,0.205501602
function(cfguard),cgscc(argpromotion),11,11,0.042189780,0.010113660,0.077931655
function(unify-loop-exits),cgscc(argpromotion),11,11,0.036400927,0.013681922,0.081767596
loop-extract,metarenamer,10,10,0.129567644,0.036101155,0.176082437
wholeprogramdevirt,metarenamer,10,10,0.122592108,0.021139680,0.195900244
function(loop-load-elim),loop-extract,10,10,0.118913063,0.015021454,0.240596741
inliner-wrapper-no-mandatory-first,scc-oz-module-inliner,10,10,0.117380727,0.016962971,0.235596959
function(instsimplify),loop-extract,10,10,0.116356695,0.027314306,0.232496924
global-merge-func,metarenamer,10,10,0.114668589,0.012764527,0.236987021
function(indirectbr-expand),function(complex-deinterleaving),10,10,0.112406700,0.019935992,0.220747991
forceattrs,metarenamer,10,10,0.110843508,0.010858428,0.200995014
function(inject-tli-mappings),ipsccp,10,10,0.110419608,0.014815603,0.278000364
forceattrs,ipsccp,10,10,0.110217210,0.011808921,0.254313001
function(correlated-propagation),scc-oz-module-inliner,10,10,0.109558026,0.025660387,0.235439831
pre-isel-intrinsic-lowering,metarenamer,10,10,0.108647011,0.012497869,0.247217670
ctx-prof-flatten,metarenamer,10,10,0.107685614,0.027888214,0.195498933
function(float2int),metarenamer,10,10,0.107388145,0.017623588,0.164908769
function(win-eh-prepare),ipsccp,10,10,0.107079117,0.017889477,0.247826707
function(cfguard),metarenamer,10,10,0.106880592,0.014882057,0.208430075
function(early-cse),scc-oz-module-inliner,10,10,0.106759965,0.038385005,0.319173975
function(loop(loop-predication)),function(expand-large-div-rem),10,10,0.106363895,0.027290767,0.183532271
function(lower-expect),shadow-stack-gc-lowering,10,10,0.106274050,0.028355975,0.173133697
function(sjlj-eh-prepare),metarenamer,10,10,0.105916138,0.013318051,0.183895734
cgscc(coro-split),ipsccp,10,10,0.105788620,0.017739943,0.279338348
function(interleaved-load-combine),function(correlated-propagation),10,10,0.105032747,0.035378130,0.268252057
function(strip-gc-relocates),cgscc(argpromotion),10,10,0.104423783,0.021971929,0.246063439
function(loop(loop-term-fold)),scc-oz-module-inliner,10,10,0.104194841,0.029096263,0.182687045
lower-ifunc,shadow-stack-gc-lowering,10,10,0.103766642,0.032243344,0.161627874
function(gvn),metarenamer,10,10,0.103600739,0.016287436,0.211607337
forceattrs,function(callbr-prepare),10,10,0.103284082,0.060208293,0.189186077
function(lower-switch),shadow-stack-gc-lowering,10,10,0.102025920,0.014752659,0.214194308
function(loop(simple-loop-unswitch)),function(lower-switch),10,10,0.101611922,0.056460020,0.248052872
cgscc(coro-annotation-elide),ipsccp,10,10,0.101497167,0.016953853,0.271401895
extract-blocks,function(complex-deinterleaving),10,10,0.101490736,0.020134786,0.216042590
function(lower-constant-intrinsics),metarenamer,10,10,0.101023977,0.020762959,0.240107281
strip-dead-prototypes,ipsccp,10,10,0.100997297,0.017704421,0.206029618
function(loop(loop-unroll-full)),function(chr),10,10,0.100693365,0.042921083,0.196802917
fatlto-cleanup,function(dce),10,10,0.100472980,0.012218343,0.224305599
function(hardware-loops),metarenamer,10,10,0.100039795,0.017614653,0.200973848
function(reg2mem),function(dwarf-eh-prepare),10,10,0.098968441,0.014675274,0.206951958
function(irce),shadow-stack-gc-lowering,10,10,0.098808362,0.026037861,0.247324185
function(mergeicmps),function(complex-deinterleaving),10,10,0.098278004,0.018498085,0.221395771
inliner-wrapper-no-mandatory-first,function(infer-address-spaces),10,10,0.098222012,0.022975687,0.172203728
function(unify-loop-exits),embed-bitcode,10,10,0.098020810,0.038739815,0.236483366
function(lower-atomic),shadow-stack-gc-lowering,10,10,0.097963334,0.013299498,0.225738083
function(move-auto-init),embed-bitcode,10,10,0.097827101,0.018948665,0.162945699
function(constraint-elimination),lower-ifunc,10,10,0.097666541,0.017190208,0.214647159
function(loop-data-prefetch),function(dwarf-eh-prepare),10,10,0.097339165,0.043812815,0.164962520
lower-ifunc,rpo-function-attrs,10,10,0.097007058,0.017671705,0.154099141
function(lower-atomic),metarenamer,10,10,0.096957493,0.018119910,0.208621604
function(lower-atomic),function(dwarf-eh-prepare),10,10,0.096160771,0.017200529,0.171228756
extract-blocks,ipsccp,10,10,0.095669724,0.025311319,0.222479903
function(load-store-vectorizer),cgscc(attributor-light-cgscc),10,10,0.095617238,0.014361759,0.246346002
function(consthoist),globaldce,10,10,0.095613091,0.012801743,0.177227621
function(safe-stack),function(atomic-expand),10,10,0.095344655,0.021876084,0.241350648
function(indirectbr-expand),ipsccp,10,10,0.095289019,0.011986011,0.279100020
function(expand-large-div-rem),ipsccp,10,10,0.095114559,0.026128156,0.266639582
function(expand-large-div-rem),metarenamer,10,10,0.095036337,0.010409590,0.154232354
function(loop(evl-iv-simplify)),function(dwarf-eh-prepare),10,10,0.094855441,0.023919865,0.163305388
function(speculative-execution),ipsccp,10,10,0.094542080,0.016228185,0.225272880
metarenamer,function(aggressive-instcombine),10,10,0.094397890,0.027732978,0.170414865
function(sjlj-eh-prepare),loop-extract,10,10,0.094163262,0.010112591,0.205241013
function(infer-alignment),metarenamer,10,10,0.093751326,0.016632275,0.188477205
hipstdpar-interpose-alloc,embed-bitcode,10,10,0.093631018,0.031625825,0.206632718
function(loop(indvars)),function(dwarf-eh-prepare),10,10,0.093482778,0.020656986,0.168876893
globalsplit,cgscc(attributor-light-cgscc),10,10,0.093002346,0.024390269,0.249834761
jmc-instrumenter,function(chr),10,10,0.092653290,0.018021917,0.189652832
function(dce),cgscc(argpromotion),10,10,0.092448908,0.016490436,0.261425290
globalopt,scc-oz-module-inliner,10,10,0.092239755,0.037128141,0.156816119
function(div-rem-pairs),metarenamer,10,10,0.091772388,0.039231507,0.183927966
always-inline,function(callbr-prepare),10,10,0.091561104,0.022418191,0.213971580
function(kernel-info),shadow-stack-gc-lowering,10,10,0.091560336,0.018460979,0.165030260
function(gvn-hoist),metarenamer,10,10,0.091230227,0.040333981,0.153060559
function(ee-instrument),function(dwarf-eh-prepare),10,10,0.090978983,0.016803749,0.204734268
inliner-wrapper-no-mandatory-first,function(chr),10,10,0.090824027,0.019534714,0.200934392
function(loop(loop-rotate)),wholeprogramdevirt,10,10,0.090725422,0.017166323,0.241427181
function(annotation-remarks),cgscc(attributor-light-cgscc),10,10,0.090595193,0.021498627,0.258716176
globalopt,cgscc(attributor-light-cgscc),10,10,0.090572718,0.011637232,0.230996932
function(cfguard),function(dwarf-eh-prepare),10,10,0.090365402,0.019401260,0.201265830
function(structurizecfg),function(lower-switch),10,10,0.090001169,0.015340814,0.256975129
function(loop(loop-term-fold)),function(annotation-remarks),10,10,0.089779999,0.015392999,0.160222909
cgscc(function-attrs),strip-debug-declare,10,10,0.089508098,0.017433429,0.245584499
function(slp-vectorizer),embed-bitcode,10,10,0.089372673,0.013516298,0.266986985
globaldce,scc-oz-module-inliner,10,10,0.089281537,0.011513064,0.186241373
function(loop(canon-freeze)),strip-nondebug,10,10,0.088713607,0.015142461,0.247714045
ipsccp,shadow-stack-gc-lowering,10,10,0.088461040,0.039154508,0.166387292
strip,function(dwarf-eh-prepare),10,10,0.088295691,0.034725880,0.207291947
embed-bitcode,scc-oz-module-inliner,10,10,0.088257202,0.018542854,0.306316674
function(safe-stack),ipsccp,10,10,0.088228175,0.012807673,0.237177957
function(mem2reg),metarenamer,10,10,0.088194101,0.019320981,0.196512294
function(indirectbr-expand),cgscc(argpromotion),10,10,0.088106014,0.015056557,0.189178436
elim-avail-extern,function(chr),10,10,0.088086604,0.010635714,0.235696134
function(memcpyopt),function(chr),10,10,0.087964210,0.017063969,0.166667236
function(loop(loop-reduce)),ipsccp,10,10,0.087870098,0.023107988,0.195433787
function(expand-fp),ipsccp,10,10,0.087863189,0.024460404,0.257719480
function(sjlj-eh-prepare),strip-debug-declare,10,10,0.087799785,0.012707140,0.211871084
function(jump-table-to-switch),function(callbr-prepare),10,10,0.087589743,0.021164558,0.239780883
strip-nondebug,function(dwarf-eh-prepare),10,10,0.087580984,0.023522786,0.173993238
function(lower-guard-intrinsic),function(dwarf-eh-prepare),10,10,0.087149159,0.015871404,0.143154003
function(typepromotion),cgscc(attributor-light-cgscc),10,10,0.087048914,0.013687716,0.265038767
function(callsite-splitting),cgscc(attributor-light-cgscc),10,10,0.086260697,0.012329797,0.236569317
function(flatten-cfg),function(atomic-expand),10,10,0.086194178,0.019084332,0.200572446
strip-dead-debug-info,strip-debug-declare,10,10,0.086137092,0.017855802,0.212560374
function(scalarize-masked-mem-intrin),function(chr),10,10,0.085992635,0.029969003,0.161623759
function(expand-large-div-rem),shadow-stack-gc-lowering,10,10,0.085970672,0.011803790,0.172041228
strip-dead-cg-profile,function(dce),10,10,0.085946722,0.013877578,0.236225827
function(loop-simplify),strip-nondebug,10,10,0.085913413,0.012475068,0.194965243
function(memcpyopt),rewrite-symbols,10,10,0.085884961,0.026661451,0.168640326
function(kernel-info),function(atomic-expand),10,10,0.085840998,0.039633401,0.205716138
function(dwarf-eh-prepare),strip-debug-declare,10,10,0.085791158,0.033000629,0.132878243
function(slsr),cgscc(attributor-light-cgscc),10,10,0.085510866,0.015781699,0.255635357
cross-dso-cfi,globaldce,10,10,0.085449309,0.030180987,0.162784973
function(jump-threading),function(chr),10,10,0.085302230,0.022979217,0.156320198
function(speculative-execution),metarenamer,10,10,0.085202589,0.013369136,0.196282067
function(transform-warning),shadow-stack-gc-lowering,10,10,0.085170173,0.028809001,0.153438488
function(lower-guard-intrinsic),strip-nondebug,10,10,0.085143181,0.026204095,0.164791834
function(slp-vectorizer),strip-nondebug,10,10,0.084766844,0.023966651,0.147838737
strip-debug-declare,function(dwarf-eh-prepare),10,10,0.084568028,0.033579265,0.190736421
function(loop-unroll),shadow-stack-gc-lowering,10,10,0.084479100,0.015451883,0.250866975
function(jump-threading),globaldce,10,10,0.084340008,0.017355585,0.171690735
coro-early,scc-oz-module-inliner,10,10,0.084008098,0.010801954,0.135335401
function(loop(indvars)),function(chr),10,10,0.083934714,0.017518527,0.187146664
function(load-store-vectorizer),function(chr),10,10,0.083818303,0.020974354,0.146176728
function(ee-instrument),embed-bitcode,10,10,0.083705698,0.042732655,0.167422812
function(loop(loop-rotate)),metarenamer,10,10,0.083627668,0.015633478,0.176837090
strip-nondebug,scc-oz-module-inliner,10,10,0.083397549,0.010743506,0.261959630
function(structurizecfg),scc-oz-module-inliner,10,10,0.083118327,0.017704718,0.162301917
function(sjlj-eh-prepare),function(chr),10,10,0.082318074,0.012576083,0.189269274
rewrite-symbols,ipsccp,10,10,0.082218221,0.041385866,0.208025370
declare-runtime-libcalls,strip-nondebug,10,10,0.081911559,0.013732561,0.196964441
function(sroa),cgscc(attributor-light-cgscc),10,10,0.081761040,0.014660319,0.186455592
function(lower-matrix-intrinsics),strip-nondebug,10,10,0.081743710,0.023976598,0.221803591
metarenamer,function(atomic-expand),10,10,0.081650429,0.010464962,0.177236721
function(objc-arc-contract),function(chr),10,10,0.081183186,0.018596690,0.181740659
function(newgvn),function(callbr-prepare),10,10,0.080802030,0.022024452,0.173881974
globalsplit,scc-oz-module-inliner,10,10,0.080663010,0.025366241,0.149766391
function(expand-fp),strip-nondebug,10,10,0.080320763,0.021595761,0.247786152
simplify-type-tests,function(expand-memcmp),10,10,0.080319967,0.018547946,0.149438181
expand-variadics,strip-nonlinetable-debuginfo,10,10,0.079949967,0.013436565,0.172984098
function(assume-builder),globaldce,10,10,0.079603875,0.019401307,0.161965246
function(loop(loop-term-fold)),shadow-stack-gc-lowering,10,10,0.079571694,0.010378151,0.235141193
coro-early,cgscc(argpromotion),10,10,0.079308927,0.012941844,0.230975672
function(kcfi),function(callbr-prepare),10,10,0.079273099,0.015661129,0.197865979
function(loop-vectorize),function(dwarf-eh-prepare),10,10,0.079228180,0.013256360,0.211768669
function(loop-load-elim),function(chr),10,10,0.079125843,0.028049181,0.158779770
module-inline,function(chr),10,10,0.079001130,0.011475177,0.158401138
function(wasm-eh-prepare),shadow-stack-gc-lowering,10,10,0.078978027,0.020955565,0.141274683
function(loop(loop-simplifycfg)),scc-oz-module-inliner,10,10,0.078973941,0.021820923,0.225207232
function(dse),ipsccp,10,10,0.078958695,0.011853429,0.282777761
shadow-stack-gc-lowering,ipsccp,10,10,0.078750330,0.021684914,0.182411647
simplify-type-tests,function(dce),10,10,0.078568347,0.026068964,0.177178371
function(loop(evl-iv-simplify)),ipsccp,10,10,0.078554864,0.013662181,0.224458419
